AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
DEPARTMENT OF THE INTERIOR,NEPA/ESA Technical Support for Klamath Basin Area Office's Reinitiation of Consultation,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2021P0047&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,228,874 "
DEPARTMENT OF THE INTERIOR,Bay Delta Office cross channel gates,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2020P0059&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,295,998 "
DEPARTMENT OF THE INTERIOR,"Facilitation of BOR and interested parties of the Central Valley Project, formal public engagement",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0069&modNumber=P00001&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$3,555,935 "
DEPARTMENT OF THE INTERIOR,Environmental Consulting Svs - North to South water transfer EIS/EIR and BA,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2024P0011&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,895,695 "
DEPARTMENT OF THE INTERIOR,HAZMAT RESPONSE SERVICES IDIQ VENDOR 1,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0623F0047&modNumber=P00001&idvAgencyID=&idvPIID=140L0623D0011&contractType=AWARD,"$5,000 "
DEPARTMENT OF THE INTERIOR,HAZMAT RESPONSE SERVICES IDIQ VENDOR 2,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0623F0048&modNumber=P00001&idvAgencyID=&idvPIID=140L0623D0012&contractType=AWARD,"$5,000 "
DEPARTMENT OF THE INTERIOR,HAZMAT RESPONSE SERVICES IDIQ VENDOR 3,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0623F0046&modNumber=P00001&idvAgencyID=&idvPIID=140L0623D0008&contractType=AWARD,"$5,000 "
DEPARTMENT OF THE INTERIOR,Position classification services,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2123F0261&modNumber=0&idvAgencyID=&idvPIID=47QSMA22D08PE&contractType=AWARD,"$402,961 "
DEPARTMENT OF THE INTERIOR,MT- GOOSE BAY MOSQUITO CONTROL,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R6021P0031&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$34,297 "
DEPARTMENT OF THE INTERIOR,"The Bureau of Land Management (BLM), Wyoming State Office (WYSO), Cheyenne, WY is in need of shredding services for sensitive documents. The Contractor shall furnish all labor, tools, materials, equipment, transportation, and supervision to manage and perform all operations for the collection, on-site shred, and recycle of scrap paper generated at the Wyoming State Office.",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L6224P0015&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$32,789 "
DEPARTMENT OF THE INTERIOR,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1133&modNumber=P00001&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$253,740 "
DEPARTMENT OF THE INTERIOR,"FIRE/BIL HAZARDOUS FUELS AND HURRICANE/HUMAN DEBRIS REMOVAL-BIG OAK CENTRAL UNIT, ANAHUAC NWR, ANAHUAC, TX",2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FS224P0091&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$64,310 "
DEPARTMENT OF THE INTERIOR,Wed and PDF Accessibility Scanning,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2122F0103&modNumber=P00002&idvAgencyID=&idvPIID=GS35F036CA&contractType=AWARD,"$70,844 "
DEPARTMENT OF THE INTERIOR,MARKETING RESEARCH AND PUBLIC OPINION POLLING,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140F0921F0058&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA19D003U&contractType=AWARD,"$97,873 "
DEPARTMENT OF THE INTERIOR,"DOI, POB",2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0302&modNumber=P00003&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,"$59,190 "
DEPARTMENT OF THE INTERIOR,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1100&modNumber=0&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$601,591 "
DEPARTMENT OF THE INTERIOR,"ONLINE SUBSCRIPTION TO POLITICO LLC, E&E NEWS SERVICE (UP TO 6 LICENSES)",2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423P0138&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$64,283 "
DEPARTMENT OF THE INTERIOR,AT-23-X09 HYDRODYNAMIC MODELING,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0123F0010&modNumber=P00005&idvAgencyID=&idvPIID=140M0119D0001&contractType=AWARD,"$478,489 "
DEPARTMENT OF THE INTERIOR,E&E NEWS SUBSCRIPTION,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0121P0421&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$60,202 "
DEPARTMENT OF THE INTERIOR,OFFICE OF RESTORATION AND DAMAGE ASSESSMENT'S PROCUREMENT OF SUBSCRIPTIONS FOR POLITICO,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0735&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,"$65,813 "
DEPARTMENT OF THE INTERIOR,DESIGNING A PILOT TO MEASURE THE IMPACT OF RESTRICTING SNAP PURCHASES - FFP,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1138&modNumber=P00002&idvAgencyID=&idvPIID=GS00F252CA&contractType=AWARD,"$349,763 "
DEPARTMENT OF THE INTERIOR,Uncompahgre Field Office Resource Management Plan (RMP) Amendment and Environmental Impact Study (EIS),2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L5423F0004&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA23D0018&contractType=AWARD,"$915,739 "
DEPARTMENT OF THE INTERIOR,SERVICE - 43RD INTERNATIONAL SEA TURTLE SYMPOSIMS FOR FWS DIV OF INTERNATIONAL CONSERVATION.,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FS325P0037&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$61,962 "
DEPARTMENT OF THE INTERIOR,POLITICO - E&E NEWS AND GREENWIRE OFFICE OF NATURAL RESOURCES REVENUE (ONRR),2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0336&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,"$89,962 "
DEPARTMENT OF THE INTERIOR,LONGITUDINAL STUDY OF SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP) HOUSEHOLDS,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1308&modNumber=P00004&idvAgencyID=&idvPIID=140D0423A0067&contractType=AWARD,"$9,981,052 "
DEPARTMENT OF THE INTERIOR,E&E PUBLISHING SUBSCRIPTION,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124P0113&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$86,026 "
DEPARTMENT OF THE INTERIOR,Custom Cultural Responsiveness Training,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140F0421P0138&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$378,160 "
DEPARTMENT OF THE INTERIOR,The goal of this training program is to prepare staff for supervision and leadership positions before they have been promoted.,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P6022F0021&modNumber=P00004&idvAgencyID=&idvPIID=47QREB19D0019&contractType=AWARD,"$266,548 "
DEPARTMENT OF THE INTERIOR,SAN JOAQUIN RIVER WARMF MODEL IMPROVEMENTS,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2023P0064&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$262,498 "
DEPARTMENT OF THE INTERIOR,E&E NEWS,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0421P0137&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$448,374 "
DEPARTMENT OF THE INTERIOR,CONSERVATION PLANNING AND LITERATURE REVIEW SUPPORT,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FS123P0319&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$400,000 "
DEPARTMENT OF THE INTERIOR,BIODIVERSITY/CCA MEETING FEB 2025,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124F0366&modNumber=0&idvAgencyID=&idvPIID=140G0123A0005&contractType=AWARD,"$334,138 "
DEPARTMENT OF THE INTERIOR,POLITICO - EMA,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124P0035&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$268,088 "
DEPARTMENT OF THE INTERIOR,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0937&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0017&contractType=AWARD,"$263,900 "
DEPARTMENT OF THE INTERIOR,Evaluating Effectiveness of Nature Inclusive Design Materials,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0122C0014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$838,491 "
DEPARTMENT OF THE INTERIOR,VA-DOIC-EVALUATION SERVICES,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140F0S24C0005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$508,690 "
DEPARTMENT OF THE INTERIOR,OTHER COMPUTER RELATED SERVICES,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1338&modNumber=P00001&idvAgencyID=&idvPIID=47QTCA18D008L&contractType=AWARD,"$340,160 "
DEPARTMENT OF THE INTERIOR,Assistance with the development and completion of resource survey reports (Section 3) and the preparation of a resource-based environmental assessment (EA) analyzing the realignment of Sand Canyon Road (Section 4). Task 3 Includes: Resource Survey Reports include Socioeconomic and Environmental justice analyses and baseline reports; Task 4 Includes: Assist with Environmental Justice (EJ) Outreach Plan if warranted by the EJ specialist. *Baseline studies were funded. EA is option item to be funded after baselines are completed.,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L3924F0062&modNumber=P00001&idvAgencyID=&idvPIID=140L0623A0012&contractType=AWARD,"$591,531 "
DEPARTMENT OF THE INTERIOR,"Public Involvement Planning, Outreach, and Facilitation Services for Carbon Sequestration Activities in the Gulf of Mexico Region",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0124F0023&modNumber=P00001&idvAgencyID=&idvPIID=140M0124A0001&contractType=AWARD,"$334,750 "
DEPARTMENT OF THE INTERIOR,Consulting support for inter agency pass modernization,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2124F0072&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D007R&contractType=AWARD,"$895,050 "
DEPARTMENT OF THE INTERIOR,Feasability Report and EIS - VRSMP,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R3023F0110&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA23D0018&contractType=AWARD,"$4,289,460 "
DEPARTMENT OF THE INTERIOR,Architect & Engineering Svs for Bay Delta Office Scour Hole,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2021C0014&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$5,589,661 "
DEPARTMENT OF THE INTERIOR,OTHER COMPUTER RELATED SERVICES,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0341&modNumber=P00001&idvAgencyID=&idvPIID=140D0419D0007&contractType=AWARD,"$4,727,834 "
DEPARTMENT OF THE INTERIOR,Oil/Gas Lease Support as required by Congressional law/mandate,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L4023F0033&modNumber=P00003&idvAgencyID=&idvPIID=140L0623A0013&contractType=AWARD,"$2,971,869 "
DEPARTMENT OF THE INTERIOR,DIRECTED OUTFLOW PROJECT: ENVIRONMENTAL EFFECTS,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2023F0095&modNumber=P00002&idvAgencyID=&idvPIID=GS00F010CA&contractType=AWARD,"$4,523,887 "
DEPARTMENT OF THE INTERIOR,Environmental Review and Permitting Support for OTS,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1624F0079&modNumber=0&idvAgencyID=&idvPIID=140A1623D0020&contractType=AWARD,"$4,145,119 "
DEPARTMENT OF THE INTERIOR,LARVAL FISH MONITORING,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R4023F0045&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0249X&contractType=AWARD,"$6,637,361 "
DEPARTMENT OF THE INTERIOR,Groundwater Exploration and Assessment in the Islamic Replublic of Mauritania,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0123C0005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,210,000 "
ENVIRONMENTAL PROTECTION AGENCY,To procure a 1-year online subscription to (E&E News) 15 seats,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PIG000148&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$25,800 "
ENVIRONMENTAL PROTECTION AGENCY,Twelve (12) month subscription to E&E New for the Office of Public Affairs.(PA),2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303023PPA000011&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$50,274 "
ENVIRONMENTAL PROTECTION AGENCY,THE CONTRACTOR WILL PROVIDE SUPPORT IN MANAGING PRE-AWARD ACTIVITIES FOR EJ GRANTS.,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HE0324F0042&modNumber=P00002&idvAgencyID=&idvPIID=GS00F117CA&contractType=AWARD,"$75,021 "
ENVIRONMENTAL PROTECTION AGENCY,PROJECT TITLE: SITE REMEDIATION RTR FINAL RULE PREPARATION TOCOR: MATTHEW WITOSKY ALT TOCOR: GREG FERGUSON COR/INVOICE APPROVER: BRANDON HAWKINS,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH22F0052&modNumber=P00001&idvAgencyID=&idvPIID=68HERD20A0004&contractType=AWARD,"$75,828 "
ENVIRONMENTAL PROTECTION AGENCY,"TO PURCHASE A TWO YEAR SUBSCRIPTION WITH GARTNER HR LEADERS TO OBTAIN RESEARCH AND ADVISORY SERVICES COVERING EMPLOYEE EXPERIENCE, DIVERSITY, EQUITY, INCLUSION AND ACCESSIBILITY, AND WORK LIFE INTEGRATION.",2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC23P0042&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$95,922 "
ENVIRONMENTAL PROTECTION AGENCY,"CONTRACTOR SUPPORT FOR OFFICE OF ENVIRONMENTAL JUSTICE AND EXTERNAL CIVIL RIGHTS, OFFICE OF POLICY, PARTNERSHIPS AND PROGRAM DEVELOPMENT, PARTNERSHIPS AND COLLABORATION DIVISION.",2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH24F0409&modNumber=P00002&idvAgencyID=&idvPIID=68HERH24D0008&contractType=AWARD,"$257,672 "
ENVIRONMENTAL PROTECTION AGENCY,"20, One-Year E&E Publishing LLC (dba Politico LLC) Subscriptions for 5 Publications",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243623FCD000005&modNumber=P00007&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,"$328,561 "
ENVIRONMENTAL PROTECTION AGENCY,"E&E NEWS 12 MONTH BASE PERIOD AND 12 MONTH OPTION PERIOD SUBSCRIPTION ACCESS FOR FIVE SCIENTIFIC AND POLICY PUBLICATIONS: ENERGYWIRE, CLIMATEWIRE, GREENWIRE, E&E DAILY, AND E&E NEWSPM.",2/10/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERD23P0034&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$545,710 "
ENVIRONMENTAL PROTECTION AGENCY,TECHNICAL SUPPORT FOR FOURTH SIX YEAR REVIEW AND WBS UNIT COST MODELS,2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC23F0039&modNumber=P00004&idvAgencyID=&idvPIID=68HERC21A0011&contractType=AWARD,"$624,786 "
ENVIRONMENTAL PROTECTION AGENCY,Removal and Installation of Carpeting for OAP/PMD offices at William Jefferson Clinton Federal South building in accordance with the Statement of Work,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC25C0035&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$37,463 "
ENVIRONMENTAL PROTECTION AGENCY,WIFIA LEGAL ADVISORY SUPPORT SERVICES: FY22 EPCOR LAKE OSWEGO,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC22F0216&modNumber=P00003&idvAgencyID=&idvPIID=EPC17022&contractType=AWARD,"$578,160 "
ENVIRONMENTAL PROTECTION AGENCY,WIFIA LEGAL ADVISORY SUPPORT SERVICES,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC22F0142&modNumber=P00004&idvAgencyID=&idvPIID=EPC17022&contractType=AWARD,"$885,900 "
ENVIRONMENTAL PROTECTION AGENCY,THIS CALL ORDER IS TO AWARD A CONTRACT FOR ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS PROGRAMMING AND LEARNING.,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH23F0237&modNumber=P00003&idvAgencyID=&idvPIID=68HERH22A0025&contractType=AWARD,"$6,895,921 "
ENVIRONMENTAL PROTECTION AGENCY,"Subscription for daily comprehensive, timely, objective journalistic analysis, news and information on significant policy, legislation, science, legal, regulatory affairs, and industry developments across the environment and energy spectrum.",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PED000058&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$29,040 "
ENVIRONMENTAL PROTECTION AGENCY,E&E News electronic subscription renewal 3/11/24-3/10/25,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PCI000010&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$29,239 "
ENVIRONMENTAL PROTECTION AGENCY,"E&E News, purchase one-year subscription for 45 Fossil Energy (FE) HQ with access available to FE HQ Staff. Period of Performance 06/28/2024-06/27/2025.",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PFE000116&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$40,500 "
ENVIRONMENTAL PROTECTION AGENCY,"To secure 70 users slots for E&E News subscriptions (E&E Daily, EnergyWire, ClimateWire, GreenWire, and E&ENewsPM).",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024POP000005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$43,560 "
ENVIRONMENTAL PROTECTION AGENCY,Sediment Workshop 2025 - Engage and commit key stakeholders around the beneficial reuse of sediment and sand in California through the context of coastal and shoreline climate resiliency.,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4730&PIID=GS10F0065V&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV,"$64,153 "
ENVIRONMENTAL PROTECTION AGENCY,Support to EJ Grants Management,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=GS00F117CA&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV,"$75,021 "
ENVIRONMENTAL PROTECTION AGENCY,"Award 30 user seat license contract to Politico LLC dba E&E News for 12 mos digital subscriptions within the Office of the Secretary in the amount of $29,808.00 for the period 05/04/2022-05/03-2022.",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303022PMA000265&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$98,665 "
ENVIRONMENTAL PROTECTION AGENCY,Support for the U.S. EPA Science Advisory Board Staff Office and other Agency Federal Advisory Committees Staff Offices,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH24D0008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,"$257,672 "
ENVIRONMENTAL PROTECTION AGENCY,Politico Pro Renewal FY2025 - 172 subscribers,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PMA000335&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$399,091 "
ENVIRONMENTAL PROTECTION AGENCY,Support for Expanding the Environmental Justice Content within ACE (America's Children and the Environment),2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC19D0003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,"$985,889 "
ENVIRONMENTAL PROTECTION AGENCY,8 licenses/subscriptions of E&E NEWS for the Grid Deployment Office.,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PGD000003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$59,475 "
ENVIRONMENTAL PROTECTION AGENCY,"Task Order for Emergency Planning and Community Right-to-Know Act (EPCRA), Oil Spills Prevention and Preparedness Regulations, and Risk Management Plan (RMP) Information Center Support",2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH23D0013&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,"$540,484 "
ENVIRONMENTAL PROTECTION AGENCY,"SUPPORT UNDER THIS BPA ORDER #10 IS FOR THE U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF ATMOSPHERIC PROTECTION (OAP), STRATOSPHERIC PROTECTION DIVISION. THE EPA REQUIRES A CONTRACTOR TO SUPPORT THE NEED FOR RETREAT FACILITATION AND STRATEGI",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0629&modNumber=P00007&idvAgencyID=&idvPIID=140D0421A0004&contractType=AWARD,"$383,283 "
